Formula,Space Group,Band Gap,a,b,c,a=b
PO2,P2_1/m,3.4068,4.9387,5.8587,22.646,FALSE
CuSe2Br,P222_1,0.7596,4.9393,7.8033,23.088,FALSE
GaN5,Pc,0.6441,4.9397,12.605,26.805,FALSE
BiCl3,P-6m2,1.6893,4.9418,4.9418,24.623,TRUE
LiSn2P3O10,P2_1/m,3.0236,4.9419,8.713,30.37,FALSE
LiCdPO4,P2_1/m,2.9749,4.9427,6.4015,24.731,FALSE
Li(CoO2)3,P1,0.5117,4.943,5.0006,22.494,FALSE
Fe(CoO3)2,P-31m,0.2523,4.9446,5.0068,21.899,FALSE
Sr2As,P-4m2,0,4.9455,4.9027,22.957,FALSE
Cu2Se,P2_1,0.1271,4.9469,4.9514,22.546,FALSE
Si3Mo,P6/mmm,0,4.9473,4.9473,20.043,TRUE
SnF4,P2/c,3.3157,4.9481,4.9451,17.716,FALSE
InBi,P-6m2,0,4.9486,4.9486,"20.0,""",TRUE
PF3,Pmn2_1,5.93,4.9489,7.5538,23.123,FALSE
Cr(CoO3)2,P-31m,0,4.9493,4.9493,21.913,TRUE
Ag2SO4,C222,2.1495,4.9495,6.2901,21.762,FALSE
TcF3,C2/m,0.0855,4.9514,4.9514,22.079,TRUE
CuSe2Cl,P222_1,0.7783,4.9517,7.7233,22.779,FALSE
Li2CrP4O13,P-1,0.344,4.952,7.8409,31.821,FALSE
VF4,P2_1/c,1.7262,4.952,7.4271,25.662,FALSE
TlI,P4/nmm,2.7058,4.9521,4.9164,23.633,FALSE
Ba2Sb,P-3m1,0,4.9533,4.9533,22.747,TRUE
Al(HO)3,P1,4.4537,4.9538,5.1074,23.979,FALSE
AsSe,P4/nmm,0,4.9542,4.9542,21.297,TRUE
NbF3,P-31m,0,4.9549,4.9549,22.719,TRUE
TcF4,P2_1/c,0.0457,4.9552,5.6696,23.112,FALSE
VO2F,Pc,1.6715,4.9554,5.1474,22.598,FALSE
Mg2Sn,P6/mmm,0,4.9558,5.0064,"20.0,""",FALSE
TiSn(PO4)2,P2_1/m,2.2502,4.9575,6.1845,31.018,FALSE
B13Sb2,P-3m1,0,4.9589,4.9589,25.085,TRUE
CdBi,P3m1,0,4.9612,4.9612,20.274,TRUE
HgBi,P3m1,0,4.9628,4.9628,20.274,TRUE
LiVF6,P2_1,3.1865,4.9629,4.6678,27.266,FALSE
Re2F5,P2/c,0,4.9633,5.5477,25.162,FALSE
PdI2,P-1,0,4.9648,4.5169,24.984,FALSE
HPb3,P-3m1,0,4.9659,4.9659,30.11,TRUE
Cr(OF)2,P2_1/c,2.7014,4.9659,8.9044,24.66,FALSE
Rb2I,P-3m1,0,4.9664,4.9664,23.407,TRUE
PtI2,P-1,0.0134,4.9667,4.6312,24.906,FALSE
BSbO3,C2,3.9487,4.9686,4.9679,23.899,FALSE
K2MgCl4,P4/mmm,0,4.9711,4.9711,31.264,TRUE
Li3V4O11F,P1,2.3479,4.9715,4.9767,28.262,FALSE
Nb2F5,P1,0.1558,4.9723,4.9758,24.928,FALSE
Ca3Pb,P4mm,0.2969,4.9724,4.9704,22.353,FALSE
Ca2Bi,Pmm2,0,4.9734,5.2666,22.957,FALSE
ZnGe2WO6,P2/c,2.4092,4.9736,8.9687,24.848,FALSE
Al(HO)3,C2/m,4.0626,4.974,5.0634,24.009,FALSE
Ge2O3,P2_1/c,3.528,4.9746,6.8202,25.584,FALSE
SnSO4,P-1,3.958,4.976,10.06,25.14,FALSE
RbO2,P4/mmm,0,4.9763,4.9763,25.699,TRUE
Ta(WO4)2,P1,2.5046,4.9767,5.2742,25.575,FALSE
Bi2C,P-42_1m,0.6064,4.977,4.977,25.832,TRUE
Li2CrP4O13,P1,0.6505,4.9776,7.883,26.784,FALSE
Ni(ClO3)2,C2/m,0,4.9778,5.9708,23.098,FALSE
LiCuCO3,P-1,2.0964,4.9782,5.0597,23.354,FALSE
PuBr3,P-6m2,0,4.9792,4.9732,24.728,FALSE
CuN3,Pccm,0.222,4.9806,5.8138,21.248,FALSE
V2Te2O7F2,P-1,2.4907,4.9809,7.255,24.427,FALSE
W3O8,P-1,2.6609,4.9809,5.4587,25.192,FALSE
PO2,Pmn2_1,5.1784,4.9814,6.1578,25.995,FALSE
Mn2NiO6,P-31m,1.4542,4.9818,4.9835,21.913,FALSE
Li2VP4O13,P-1,1.804,4.9822,7.8462,31.044,FALSE
RuF4,P2_1/c,0.5458,4.9829,5.4359,23.373,FALSE
Li4V(TeO4)3,P2,0.3247,4.9843,5.0514,28.127,FALSE
Mo3P2,C2/m,0,4.985,3.3234,22.034,FALSE
TaF4,P2_1/c,0.3897,4.9862,10.435,24.496,FALSE
BiBO3,P2_1/c,3.7412,4.9862,8.276,23.597,FALSE
Hg2WO4,P2/c,2.2392,4.9876,8.1547,24.538,FALSE
Sn(PO3)2,Pc,4.8258,4.9877,6.9909,25.642,FALSE
MnNiO3,P-3,1.4054,4.9879,4.9879,25.072,TRUE
Sn3PO6,Pc,0,4.9884,11.354,24.088,FALSE
Al2O3,P321,4.8346,4.9886,4.9886,24.184,TRUE
SrP,Pmm2,0,4.9895,3.9778,27.111,FALSE
TiCuF6,P-1,0.6249,4.9912,5.285,23.52,FALSE
Mo(WO4)2,P-1,1.927,4.9929,5.4119,25.444,FALSE
Bi2B13,P-3m1,0,4.9931,4.9931,25.085,TRUE
BC2N,Amm2,0.8133,4.9946,5.0238,20.541,FALSE
SiO2,C2,3.4312,4.9951,4.9951,24.51,TRUE
CdH2SeO4,Pmn2_1,4.2024,4.996,5.9676,24.255,FALSE
Mo3O8,P-1,1.7562,4.9967,5.376,25.601,FALSE
CI4,P4/mmm,0,4.9987,4.9987,23.993,TRUE
AlBiO3,P2_1/c,3.2891,5.0016,8.0101,24.45,FALSE
TaS3,P-1,0.294,5.0022,6.7545,26.333,FALSE
Ba2ZrS4,P4/mmm,0,5.0025,5.0025,29.283,TRUE
UF6,P2_1/m,2.7635,5.0037,9.5138,25.237,FALSE
Li2Mo(PO4)2,P-3,0,5.0046,5.0046,30.171,TRUE
LiWF6,P2_1/c,3.4707,5.0048,10.133,27.092,FALSE
LiVOF3,P2_1/c,2.1386,5.0056,7.2727,25.066,FALSE
HPb,P-3m1,0.0001,5.006,5.006,23.722,TRUE
Si2H2O5,P1,2.8536,5.0066,6.1166,26.071,FALSE
MgCr2F12,P-1,1.3039,5.007,5.2485,25.887,FALSE
Al(HO)3,P-1,4.1711,5.0073,8.8182,24.011,FALSE
Hg2MoO4,P2/c,2.2549,5.0099,7.9989,24.603,FALSE
B3C10N3,Pmm2,0.814,5.0117,8.6604,"20.0,""",FALSE
Co2TeCl2O3,P2_1/m,1.6819,5.0123,6.545,29.155,FALSE
OsF4,P2_1/c,0.7344,5.0132,5.4664,23.379,FALSE
TaPbF7,Pm,4.9096,5.014,6.5125,23.263,FALSE
ZnCu(SiO3)2,P2/c,0.1473,5.0141,9.6042,24.955,FALSE
HfCl4,P4/mmm,2.0428,5.0141,5.0141,23.891,TRUE
GeO2,C2,1.9953,5.0156,5.0156,24.588,TRUE
HgSO4,Pmn2_1,2.2088,5.0168,6.3996,23.598,FALSE
Mg2Bi,P-4m2,0,5.0183,4.9894,22.957,FALSE
Sb(WO4)2,P-1,0,5.0186,5.6023,25.408,FALSE
TiGeO3,P-3,1.8012,5.0217,5.0217,24.059,TRUE
Sr2GaNi2O7,Pm,0,5.0219,5.3996,29.649,FALSE
Li2Nb(PO4)2,P-3,0,5.0258,5.0296,30.297,FALSE
Ba2Sb,Pmmn,0,5.0259,6.8932,27.94,FALSE
Sn(WO4)2,P-1,3.4085,5.0265,5.4663,25.422,FALSE
NbS3,P2_1/m,0.4068,5.0275,6.8013,26.288,FALSE
MgGe2WO6,P2/c,2.2463,5.0277,8.7991,24.873,FALSE
ScClO,P4/nmm,2.7141,5.028,5.028,21.919,TRUE
MoF4,Pc,2.7862,5.0285,5.3044,22.733,FALSE
Li5Zn4(BO3)4,P1,0.0471,5.0291,5.0453,29.476,FALSE
Ba2Bi,P-3m1,0,5.0309,5.0309,22.747,TRUE
Mg2Bi,P-3m1,0,5.0315,5.0315,23.013,TRUE
AsF3,Pmn2_1,5.5435,5.0315,6.9878,23.123,FALSE
LiB(HO2)2,P2_1/c,3.5958,5.032,7.8294,25.532,FALSE
ZrF4,P4/nbm,5.2711,5.0329,5.0385,22.922,FALSE
Li4VF8,P2,2.0226,5.0333,5.1771,25.805,FALSE
LiV2O4,P2_1/m,0.9386,5.0337,6.0396,25.96,FALSE
RuF3,P-31m,0,5.0345,5.0345,22.566,TRUE
NbI4,P2_1/c,0,5.0365,15.631,25.717,FALSE
LiCrP4O13,P1,0,5.0369,7.7774,32.686,FALSE
Co2NiO6,C2/m,1.0728,5.0386,4.9419,21.873,FALSE
Mn2F7,P2_1,0.6005,5.039,7.2611,31.216,FALSE
V2Zn2O7,P2/m,1.953,5.0391,5.9094,25.474,FALSE
KRe2O4F7,P2,3.1559,5.0398,5.4097,27.118,FALSE
Ta2TiZn2O8,P-1,0.6076,5.0404,5.7226,28.934,FALSE
HfF4,Pc,6.7305,5.0404,5.329,22.91,FALSE
Sr3Si,P4mm,0.1424,5.0406,5.0362,22.353,FALSE
NpBr3,P-6m2,0.0263,5.0417,5.0417,24.791,TRUE
CO,Cmme,5.5297,5.042,4.6294,22.719,FALSE
MgSnF4,P2,4.9544,5.0422,5.4412,25.106,FALSE
CuMoF6,P-1,0,5.0458,5.4268,23.685,FALSE
Sb2O5,P2_1/c,1.2496,5.0458,9.098,29.107,FALSE
LiCu(PO3)4,P1,0.5298,5.0465,6.9544,26.327,FALSE
Li3V(OF)2,P2/c,0.2541,5.0467,5.0454,23.426,FALSE
Zn3Cu,P6/mmm,0,5.0472,5.0469,20,FALSE
ZnTeMoO6,P2_12_12,3.1117,5.0472,5.3371,27.736,FALSE
I2O5,P2_1,2.7277,5.0497,11.033,22.994,FALSE
Bi6W4O21,P1,0,5.0535,4.9816,38.251,FALSE
TcO3F,P2_1/c,2.4938,5.0536,9.2966,24.672,FALSE
Al(HO)3,P1,4.2635,5.056,8.7779,24.129,FALSE
Zn2Fe3O8,P2/m,0,5.0576,6.043,21.803,FALSE
LiCuCO3,P1,2.0867,5.0578,5.0732,19.289,FALSE
SiN3,P-3m1,0.832,5.0579,5.0579,21.405,TRUE
Mn2FeO6,P-31m,0.1864,5.0589,5.1022,21.926,FALSE
LiVF4,P2_1/c,2.1953,5.0591,7.3315,26.034,FALSE
VOF3,P2_1/c,3.5796,5.0593,9.381,24.573,FALSE
Rb2Br,Pmma,0,5.0612,8.9454,23.993,FALSE
Zn2Cu(AsO4)2,P-1,0.6178,5.0616,5.3622,24.838,FALSE
RbI,P4/mmm,3.934,5.0619,5.0619,"20.0,""",TRUE
TiF3,P-1,0.4007,5.062,5.2115,23.573,FALSE
Mn2CrO6,P-31m,0.8647,5.0625,5.0622,21.922,TRUE
VF5,P-1,2.6315,5.0628,7.1391,23.66,FALSE
Al(HO)3,P2_1/c,4.3762,5.0643,8.8254,23.706,FALSE
MnCSO7,P2_1/m,0.0026,5.0648,6.207,30.1,FALSE
CuH2SeO5,P-1,0,5.0652,10.001,24.107,FALSE
Zn2Co3O8,P2/m,0.0015,5.0659,5.7726,24.167,FALSE
Li2MoP4O13,P-1,1.9258,5.0674,7.9649,32.409,FALSE
CuAsO3,P-31m,0,5.0678,5.0676,23.91,TRUE
NaAsO2,Pca2_1,4.3315,5.0702,6.7093,25.095,FALSE
WF4,P2_1/c,3.3651,5.0708,5.8286,22.274,FALSE
CoTeMoO6,P2_12_12,2.4365,5.0739,5.3136,27.489,FALSE
Ba2As,P-4m2,0,5.0756,5.0868,22.957,FALSE
Te(WO4)2,P1,2.1315,5.0756,5.8315,25.287,FALSE
Sb4Pb3,C2,0,5.0762,5.0762,27.84,TRUE
Li2FeP4O13,P-1,0.0479,5.0794,7.8621,32.73,FALSE
CuTe2Cl,P222_1,0.7781,5.0797,8.0915,22.718,FALSE
LiVF5,P2_1,1.9259,5.08,5.8682,24.396,FALSE
Sr3Ge,P4mm,0.1264,5.0801,5.073,22.353,FALSE
NbF4,P2_1/c,0.4267,5.0802,10.243,24.49,FALSE
InCl3,Pm,2.4989,5.0815,7.3816,23.002,FALSE
AlBr3,P2/m,1.6839,5.0822,7.2186,22.935,FALSE
TlFeS2,C2/m,0,5.0824,6.0743,24.344,FALSE
Li2P4WO13,P-1,3.0855,5.0826,7.9782,32.873,FALSE
Mn(CoO3)2,P-31m,0,5.0828,5.0935,21.903,FALSE
ZnGeO3,P-31m,2.7475,5.083,5.083,23.707,TRUE
TlBi,P-6m2,0,5.0833,5.0833,20,TRUE
PbWO4,P2/c,3.5735,5.0833,5.2166,24.404,FALSE
SbBr3,P-6m2,0.9074,5.0882,5.0882,24.623,TRUE
ZrCl4,P4/mmm,1.7069,5.0884,5.0884,23.891,TRUE
BeCl2,C2,5.6143,5.0884,5.7972,24.666,FALSE
AgSb2F12,P-1,0.4542,5.0887,5.4692,27.632,FALSE
RhC3,P-1,0,5.0889,5.0304,27.286,FALSE
Nb2MoO8,P2/c,1.543,5.091,6.0068,27.562,FALSE
Cl2O5,P2_1,2.0688,5.0922,11.098,23.19,FALSE
Sr2Cu2BiO7,Pmc2_1,0,5.0945,5.1399,30.3,FALSE
V(TeO3)4,P1,1.4855,5.0945,8.9923,24.282,FALSE
PbCl3,P1,0.7681,5.0961,7.4343,24.033,FALSE
CrPO5,P-1,0.3778,5.0964,8.1816,29.731,FALSE
LiTl,P-6m2,0.0601,5.0975,5.0969,25.767,FALSE
LiBi3,P-6m2,0,5.098,5.098,22.3,TRUE
Cu2S,P2_1,0.5772,5.0982,5.1104,22.561,FALSE
Sr2Cu2NiO7,Pmc2_1,0,5.0992,5.1321,29.484,FALSE
Si3P,P2_1/m,0.08,5.0993,10.418,20.014,FALSE
Mn5O9F,P1,0.704,5.0997,7.8209,22.144,FALSE
BaI2,P-3m1,3.9853,5.1016,5.1016,22.742,TRUE
BaCl2,P-4m2,5.2257,5.1017,5.1017,22.656,TRUE
VBr4,P4/mmm,0,5.1026,5.1026,24.723,TRUE
Bi4Pb3,C2/m,0,5.1035,5.1035,27.827,TRUE
Mg2Co3O8,P2/m,0,5.1035,5.7564,24.266,FALSE
MoP4O13,P1,1.3489,5.1039,7.9186,25.485,FALSE
MgGe2,C2/m,0,5.1043,4.6638,23.148,FALSE
V3Zn2O8,P2/m,1.4234,5.1052,5.9921,21.836,FALSE
InCl3,Pmma,2.41,5.1061,7.3897,22.613,FALSE
PbWO4,P2_1/c,3.4537,5.1063,13.423,23.589,FALSE
Sr2FeCu2O7,Pmc2_1,0,5.1067,5.1347,29.598,FALSE
AsPO4,Pmn2_1,4.1621,5.107,7.6434,25.405,FALSE
NaAsO2,P2_1/c,4.2768,5.1075,6.733,24.94,FALSE
Fe4Cu2S7,Pmma,0,5.1098,8.2762,28.863,FALSE
TiSnO3,P-3,2.2146,5.1118,5.1118,24.414,TRUE
Ta2MoO8,P2/c,0.9039,5.1124,5.9637,27.307,FALSE
Ba3Si,P4mm,0.1187,5.1128,5.116,22.353,FALSE
Ba2Bi,Pmmn,0,5.1131,6.9958,27.768,FALSE
GeAsSe,P222_1,1.7884,5.1137,10.378,23.389,FALSE
Si2H2O5,P2,5.6211,5.1139,5.5364,26.979,FALSE
Sr2Cu(BiO3)2,Pmna,0,5.1141,5.4728,29.029,FALSE
Sr2Cu2SbO7,Pmc2_1,0,5.1144,5.1765,30.074,FALSE
Zn3P,P6/mmm,0,5.1153,5.1153,20,TRUE
Te2O3F2,P-1,3.2906,5.1167,6.1725,26.118,FALSE
Sr2Bi,Pmmn,0,5.119,6.1872,30.466,FALSE
Sr2Cu2TeO7,Pmc2_1,0,5.1226,5.1904,30.001,FALSE
Cr3O8,C2/m,0.6189,5.1228,5.1221,26.242,TRUE
AsI3,P-6m2,0.3776,5.1255,5.1255,24.623,TRUE
Ba3Ge,P4mm,0.0661,5.1263,5.1332,22.353,FALSE
Nb2WO8,P2/c,2.184,5.1266,5.9743,27.375,FALSE
BBr,P4/nmm,2.5359,5.1272,5.1272,18.013,TRUE
Br4N,P1,0.2202,5.1275,7.2998,22.481,FALSE
Sr2CoCu2O7,Pmc2_1,0,5.1278,5.146,29.438,FALSE
Ta2WO8,P2/c,1.5489,5.13,5.9682,27.415,FALSE
Mn2F7,P2/c,0.2151,5.1311,9.8696,23.31,FALSE
Ge3F8,P1,2.1156,5.1315,9.7332,32.261,FALSE
VF4,P2_1/c,2.3711,5.1321,5.3638,23.408,FALSE
Zn2Te3O8,C2,3.3445,5.1321,7.0322,24.99,FALSE
ZnCu(GeO3)2,P2/c,0.1667,5.1325,9.8623,24.859,FALSE
Ti3V2O9,P2/c,1.1011,5.1328,6.712,28.429,FALSE
Zn2Cr3O8,P2/m,0.6059,5.1337,5.8764,24.172,FALSE
CrI5,P2/c,0,5.1344,12.305,23.523,FALSE
Sr2CrCu2O7,Pmc2_1,0,5.1347,5.2798,29.486,FALSE
LiNiPO4,P2_1,2.533,5.1352,8.4709,27.207,FALSE
MnTeMoO6,P2_12_12,2.1897,5.1358,5.3797,27.641,FALSE
Li(FeO2)3,P31m,0.5844,5.1369,5.1364,23.601,TRUE
K2I,Pmma,0.0357,5.1372,8.799,23.993,FALSE
Sn(CCl)2,Pmma,0.6166,5.1377,9.2844,23.871,FALSE
SbF4,P422,2.4926,5.1384,5.1566,22.371,FALSE
Br2O5,P2_1,2.2225,5.1385,11.225,23.196,FALSE
Tc2O7,Pmma,0,5.1392,5.3931,27.207,FALSE
SnCl4,P4/mmm,1.299,5.14,5.14,23.993,TRUE
SiBr4,P4/mmm,0.2086,5.1406,5.1406,23.993,TRUE
FeF4,Pc,1.5476,5.1422,5.1384,22.458,FALSE
Li2Cr3O6,P3,0.509,5.1429,5.1414,23.626,FALSE
Fe4Cu2S7,Pmm2,0,5.1432,8.1165,23.79,FALSE
Al(HO)3,P1,4.412,5.1434,8.6741,23.929,FALSE
GaF3,C2/m,5.9723,5.1435,5.1636,23.264,FALSE
Sr2TiCu2O7,Pmc2_1,0,5.1476,5.2738,29.582,FALSE
TiBr4,P4/mmm,0.2023,5.148,5.148,23.891,TRUE
AgBi2F12,P-1,0.3638,5.1492,5.6056,28.061,FALSE
Li2NbP4O13,P-1,0.2624,5.1508,8.0234,32.879,FALSE
Ni2Te3O8,C2,2.5706,5.1509,6.6482,25.122,FALSE
TiOF2,P2_1,3.8321,5.1521,8.7759,26.176,FALSE
MnTlO3,P-31m,0,5.1536,5.1536,24.291,TRUE
LiCoPO4,P-3,2.9731,5.1554,5.1554,26.379,TRUE
KFe2S3,Pmma,0,5.1558,8.5175,23.918,FALSE
CuTe2Br,P222_1,0.813,5.1576,8.2819,22.975,FALSE
PbF4,P4/nbm,1.7152,5.158,5.1483,22.427,FALSE
Li2(FeO2)3,P31m,0,5.1581,5.2096,21.596,FALSE
TlCl3,Pm,1.4932,5.1584,7.6381,23.014,FALSE
TiF4,P1,4.3064,5.159,5.4589,22.755,FALSE
Co2Te3O8,C2,2.4755,5.1628,6.8923,25.103,FALSE
Li2TeO3,C2/m,3.9402,5.163,5.4337,24.381,FALSE
Sr2Cu2SnO7,Pmc2_1,0,5.1638,5.1877,29.949,FALSE
MnSb2F12,P-1,3.1845,5.1644,5.5119,27.452,FALSE
Li8Cr3TeO12,P2,0.7404,5.1648,5.0961,26.977,FALSE
Ga2O3,P321,2.687,5.1654,5.1654,24.184,TRUE
PO2,P1,2.5951,5.1659,6.7704,33.303,FALSE
Sb4Br2O5,P2_1/c,2.8648,5.1661,13.447,25.552,FALSE
Nb2ReO8,P2/c,0.1331,5.1662,5.9243,27.493,FALSE
Li3V2(O2F)2,Pm,1.1761,5.1715,9.1401,25.832,FALSE
NO2,Pmn2_1,1.233,5.1732,4.8089,25.995,FALSE
Tc2F7,P2_1,0,5.1733,7.6147,31.326,FALSE
Re2F7,P2/c,0.2633,5.1736,10.517,23.69,FALSE
Si3F8,P1,3.8852,5.1739,9.0457,32.34,FALSE
P4WO13,P1,2.1689,5.1745,7.9211,25.66,FALSE
TiF3,P-31m,0,5.1762,5.1762,23.034,TRUE
LiTeHO4,Pm,2.0183,5.1769,6.1336,24.27,FALSE
Sb4Cl2O5,P2_1/c,3.2062,5.1795,13.457,26.21,FALSE
TiO2,P2_1/m,2.671,5.1818,5.986,21.973,FALSE
TeO2,P2_1/c,2.5369,5.1844,5.7356,23.68,FALSE
Al2Si2H4O9,P1,4.4814,5.1856,5.1727,25.319,FALSE
Ba4As2O,P4/mmm,0,5.1858,5.1858,32.71,TRUE
VBr5,Pmmm,0,5.1862,5.8751,23.745,FALSE
NbF5,P1,4.4265,5.1869,7.7211,23.757,FALSE
HgSeO4,Pmn2_1,1.9078,5.1871,6.6512,23.668,FALSE
TaBr4,P4/mmm,0,5.1877,5.1877,23.812,TRUE
Tc2F7,P2/c,0.7219,5.1879,10.286,23.69,FALSE
Sb4I2O5,P2_1/c,2.3944,5.1891,13.445,27.051,FALSE
BCl,P4/nmm,2.8004,5.1907,5.1907,15.933,TRUE
CuTe2I,P222_1,0.8589,5.1916,8.492,23.272,FALSE
NbF4,Pc,0.2302,5.1928,5.2646,22.713,FALSE
Si2O5,Pmna,0,5.1938,5.0908,24.876,FALSE
NiS2,P2_1/c,0.8928,5.194,5.3203,21.102,FALSE
LiTeO3,P2,2.5377,5.1948,5.0712,23.769,FALSE
V2F5,P1,0.9332,5.1957,5.2631,24.907,FALSE
Sb2W,P-1,0.0458,5.1964,4.2115,22.588,FALSE
MnF3,C2/m,1.4801,5.1976,5.1976,21.915,TRUE
Re2F7,P2_1,0.0486,5.1986,7.576,31.326,FALSE
CrF3,P-31m,3.5486,5.1988,5.1988,22.771,TRUE
Sr2Sb,Pmm2,0,5.1989,5.3847,22.957,FALSE
Ge3Mo,P6/mmm,0,5.2027,5.2027,"20.0,""",TRUE
CCl4,P4/mmm,0.0433,5.2029,5.2029,23.993,TRUE
ScSi3,P6/mmm,0,5.203,5.203,"20.0,""",TRUE
Mg2Te3O8,C2,3.4332,5.2032,6.8834,25.147,FALSE
BiBr3,P-6m2,1.2515,5.2046,5.2046,24.623,TRUE
TlF,Pbcm,3.6288,5.2062,5.4013,23.093,FALSE
MnP2O7,P-1,0,5.2064,6.2512,29.023,FALSE
BCl3,C2/m,4.7078,5.2072,7.5394,23.594,FALSE
Zn3Au,P6/mmm,0,5.2086,5.2086,"20.0,""",TRUE
SbF3,Pmn2_1,4.5992,5.2086,6.6914,23.123,FALSE
TiAgF6,P-1,0.2086,5.2104,5.5495,23.42,FALSE
PtC3,Pbam,0,5.2121,4.769,25.862,FALSE
GeN3,P-3m1,1.5749,5.2129,5.2129,21.68,TRUE
Sb4O5F2,P2_1/c,3.4149,5.2148,13.357,25.53,FALSE
ReHgO4,P2_1/c,3.0104,5.2167,15.266,26.03,FALSE
VSe3,P-1,0,5.2169,6.8227,26.334,FALSE
P2WO8,P2_1/m,2.5296,5.2173,6.9733,28.007,FALSE
Mg(AlH4)2,P-3m1,4.6441,5.2184,5.2184,26.762,TRUE
MgBiPO6,P2_1/m,0,5.2187,7.4668,24.855,FALSE
Sr2Cu2WO7,Pm,0,5.2201,5.313,29.861,FALSE
Sr3Sn,P4mm,0.1711,5.2203,5.2212,22.353,FALSE
VOF3,Pc,2.7838,5.2211,5.4293,23.191,FALSE
Nb2TeO8,P2/c,0.7064,5.2221,5.946,27.511,FALSE
Cr3N2,C2,0,5.2224,5.2238,22.034,FALSE
TlFeSe2,C2/m,0,5.2226,6.3493,24.409,FALSE
Li2MnF6,P2/c,2.7142,5.223,7.5393,25.4,FALSE
V3OF11,P1,1.6787,5.2242,7.2279,24.856,FALSE
Ta2TeO8,P2/c,0.0961,5.2252,5.9089,27.338,FALSE
Si2H2O5,Pc,5.7003,5.2253,5.4844,25.541,FALSE
Co2SbO6,P-31m,0,5.2256,5.2602,21.713,FALSE
BaP,Pmm2,0,5.2282,4.1357,27.111,FALSE
Hg2W2O7,P-1,2.9808,5.2286,9.8832,24.773,FALSE
Sr2VCu2O7,Pm,0,5.2308,5.3424,29.467,FALSE
Ta2AgF12,P-1,0.7224,5.2309,5.5721,27.898,FALSE
NbBr4,P4/mmm,0,5.2312,5.2312,23.812,TRUE
Zn3As,P6/mmm,0,5.2314,5.2314,20,TRUE
NiN2,P-3m1,0,5.2316,5.2316,22.86,TRUE
VO2,C2/m,1.0526,5.2318,5.8702,21.631,FALSE
VO2,P-1,1.0576,5.2323,5.8723,21.958,FALSE
Sr2Bi,Pmm2,0,5.2342,5.5488,22.957,FALSE
SbF3,C2/m,2.7231,5.2343,5.2343,23.531,TRUE
Cr3O7,Pmn2_1,0.355,5.2345,10.474,24.208,FALSE
CdWO4,P2/c,3.4299,5.2345,5.0143,24.381,FALSE
CoSb2Br2O3,P-1,2.3593,5.235,8.0827,26.064,FALSE
Re2O7,Pmma,0,5.2364,5.3872,27.061,FALSE
Mo3O8,P2/m,0.9094,5.2386,6.1157,22.496,FALSE
Al2Si4O11,C2/m,4.2978,5.239,5.2418,26.756,FALSE
AsF3,C2/m,3.0876,5.2393,5.2393,23.585,TRUE
AgNO3,P-6,2.3217,5.2434,5.2434,20.973,TRUE
Ca(NCl)2,Pma2,1.4469,5.2486,7.6035,23.903,FALSE
CaCr2F12,P-1,1.4048,5.2513,5.5388,27.014,FALSE
BaBr2,P-4m2,4.6284,5.2555,5.2555,22.656,TRUE
BeCrO4,Pc,2.5152,5.2561,8.7479,22.243,FALSE
FeF3,P-31m,3.6847,5.2563,5.2566,22.681,TRUE
TiNiO3,P-3,2.0616,5.2575,5.2575,23.403,TRUE
Zn3Ag,P6/mmm,0,5.2576,5.2576,20,TRUE
Cu3OF5,P-1,0,5.2577,5.5253,27.267,FALSE
ZnCu(GeO3)2,P2_1/c,0.029,5.2578,9.6466,28.57,FALSE
TlBr3,P1,0.9264,5.2616,8.1401,22.991,FALSE
YbIO,P2_1/c,0,5.2619,6.0759,27.405,FALSE
HfF3,P-1,0.8524,5.2634,5.9307,23.036,FALSE
CoF3,C2/m,1.8284,5.2636,5.2636,22.642,TRUE
Sr2Cu2MoO7,Pm,0,5.2637,5.2665,29.59,FALSE
MgSiO3,P2_1/c,3.6778,5.2668,9.0921,30.852,FALSE
BaY3Cl11,Pmma,4.0264,5.2705,10.2,61.775,FALSE
Sr3Pb,P4mm,0.1694,5.273,5.2763,22.353,FALSE
Li2Cu2F7,P-1,0.15,5.2737,6.2861,26.605,FALSE
Sr2Mn2GaO7,Pmc2_1,0,5.2776,5.4017,28.767,FALSE
KNO3,Pmc2_1,3.3365,5.2779,6.4008,24.164,FALSE
Nb2Zn2CuO8,P-1,0.3666,5.2792,6.1303,28.526,FALSE
Ge3W,P6/mmm,0,5.2796,5.2796,"20.0,""",TRUE
GeBr4,P4/mmm,0,5.2802,5.2802,23.993,TRUE
RhF3,P-31m,1.6945,5.2803,5.2803,22.641,TRUE
Sn2O3,P2_1/c,2.8563,5.2803,7.4567,25.595,FALSE
LiCuCO3,Pmma,2.4557,5.2818,8.7617,20.076,FALSE
Sr2Cr2GaO7,Pmc2_1,0,5.2829,5.3486,28.646,FALSE
TiNb2Zn2O8,P-1,0.2298,5.289,5.9832,28.642,FALSE
AlN3,P-3m1,0,5.2915,5.2915,21.198,TRUE
MoO3,Pc,0.6776,5.2925,5.2836,22.229,FALSE
Nb2Zn2CoO8,P2/c,2.4234,5.2941,6.0054,28.543,FALSE
TaNb2Zn2O8,P-1,0,5.2942,6.0674,28.675,FALSE
Ta2Zn2CoO8,P2/c,2.7057,5.2947,6.0096,28.437,FALSE
LiSbO2,P2/c,2.6038,5.2957,5.3852,21.854,FALSE
